+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; The_System|mm_interconnect_1|avalon_st_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 14    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|onchip_sram_s2_to_vga_subsystem_pixel_dma_master_rsp_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; 47    ; 10             ; 2            ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|onchip_sram_s2_to_vga_subsystem_pixel_dma_master_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; 166   ; 3              ; 0            ; 3              ; 134    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|onchip_sram_s1_to_video_in_subsystem_video_in_dma_master_rsp_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 47    ; 10             ; 2            ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|onchip_sram_s1_to_video_in_subsystem_video_in_dma_master_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 166   ; 3              ; 0            ; 3              ; 143    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|onchip_sram_s1_to_arm_a9_hps_h2f_axi_master_rd_rsp_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|onchip_sram_s1_to_arm_a9_hps_h2f_axi_master_rd_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 166   ; 3              ; 0            ; 3              ; 269    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|onchip_sram_s1_to_arm_a9_hps_h2f_axi_master_wr_rsp_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|onchip_sram_s1_to_arm_a9_hps_h2f_axi_master_wr_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 166   ; 3              ; 0            ; 3              ; 269    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|sdram_s1_to_vga_subsystem_pixel_dma_master_rsp_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; 47    ; 10             ; 2            ; 10             ; 33     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|sdram_s1_to_vga_subsystem_pixel_dma_master_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; 148   ; 3              ; 0            ; 3              ; 134    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|sdram_s1_to_jtag_to_fpga_bridge_master_rsp_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|sdram_s1_to_jtag_to_fpga_bridge_master_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; 148   ; 3              ; 0            ; 3              ; 161    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|sdram_s1_to_arm_a9_hps_h2f_axi_master_rd_rsp_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|sdram_s1_to_arm_a9_hps_h2f_axi_master_rd_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 148   ; 3              ; 0            ; 3              ; 269    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|sdram_s1_to_arm_a9_hps_h2f_axi_master_wr_rsp_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|sdram_s1_to_arm_a9_hps_h2f_axi_master_wr_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 148   ; 3              ; 0            ; 3              ; 269    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_char_buffer_slave_to_jtag_to_fpga_bridge_master_rsp_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_char_buffer_slave_to_jtag_to_fpga_bridge_master_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 139   ; 3              ; 0            ; 3              ; 161    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_char_buffer_slave_to_arm_a9_hps_h2f_axi_master_rd_rsp_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_char_buffer_slave_to_arm_a9_hps_h2f_axi_master_rd_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 139   ; 3              ; 0            ; 3              ; 269    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_char_buffer_slave_to_arm_a9_hps_h2f_axi_master_wr_rsp_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_char_buffer_slave_to_arm_a9_hps_h2f_axi_master_wr_rsp_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 139   ; 3              ; 0            ; 3              ; 269    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_pixel_dma_master_to_onchip_sram_s2_cmd_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_pixel_dma_master_to_onchip_sram_s2_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; 139   ; 5              ; 0            ; 5              ; 161    ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_pixel_dma_master_to_sdram_s1_cmd_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|vga_subsystem_pixel_dma_master_to_sdram_s1_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; 139   ; 4              ; 0            ; 4              ; 143    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|video_in_subsystem_video_in_dma_master_to_onchip_sram_s1_cmd_width_adapter|uncompressor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|video_in_subsystem_video_in_dma_master_to_onchip_sram_s1_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 148   ; 4              ; 0            ; 4              ; 161    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|jtag_to_fpga_bridge_master_to_sdram_s1_cmd_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; 47    ; 10             ; 2            ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|jtag_to_fpga_bridge_master_to_sdram_s1_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; 166   ; 3              ; 2            ; 3              ; 143    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|jtag_to_fpga_bridge_master_to_vga_subsystem_char_buffer_slave_cmd_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 47    ; 10             ; 2            ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|jtag_to_fpga_bridge_master_to_vga_subsystem_char_buffer_slave_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 166   ; 3              ; 2            ; 3              ; 134    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_rd_to_onchip_sram_s1_cmd_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 47    ; 10             ; 2            ; 10             ; 36     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_rd_to_onchip_sram_s1_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 274   ; 3              ; 4            ; 3              ; 161    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_rd_to_sdram_s1_cmd_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 47    ; 10             ; 2            ; 10             ; 36     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_rd_to_sdram_s1_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 274   ; 3              ; 4            ; 3              ; 143    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_rd_to_vga_subsystem_char_buffer_slave_cmd_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 47    ; 10             ; 2            ; 10             ; 36     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_rd_to_vga_subsystem_char_buffer_slave_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 274   ; 3              ; 4            ; 3              ; 134    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_wr_to_onchip_sram_s1_cmd_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 47    ; 10             ; 2            ; 10             ; 36     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_wr_to_onchip_sram_s1_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 274   ; 3              ; 4            ; 3              ; 161    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_wr_to_sdram_s1_cmd_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 47    ; 10             ; 2            ; 10             ; 36     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_wr_to_sdram_s1_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 274   ; 3              ; 4            ; 3              ; 143    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_wr_to_vga_subsystem_char_buffer_slave_cmd_width_adapter|check_and_align_address_to_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 47    ; 10             ; 2            ; 10             ; 36     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|arm_a9_hps_h2f_axi_master_wr_to_vga_subsystem_char_buffer_slave_cmd_width_adapter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 274   ; 3              ; 4            ; 3              ; 134    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_008|arb|adder                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; 8     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_008|arb                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 6     ; 0              ; 4            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_008                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; 269   ; 0              ; 0            ; 0              ; 135    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_007|arb|adder                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; 8     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_007|arb                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 6     ; 0              ; 4            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_007                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; 287   ; 0              ; 0            ; 0              ; 144    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_006                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; 163   ; 0              ; 2            ; 0              ; 161    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_005|arb|adder                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; 52    ; 26             ; 0            ; 26             ; 26     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_005|arb                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 17    ; 0              ; 4            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_005                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; 2083  ; 0              ; 0            ; 0              ; 173    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_1|rsp_mux_004|arb|adder                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; 52    ; 26             ; 0            ; 26             ; 26     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
